# filename x y z point
3F_night(137).jpg 0.0 50.58 3 7
3F_night(138).jpg 0.0 50.58 3 7
3F_night(139).jpg 0.0 50.58 3 7
3F_night(140).jpg 0.0 50.58 3 7
3F_night(141).jpg 1.8 32.94 3 8
3F_night(142).jpg 1.8 32.94 3 8
3F_night(143).jpg 1.8 32.94 3 8
3F_night(144).jpg 1.8 32.94 3 8
3F_night(145).jpg 1.8 32.94 3 8
3F_night(146).jpg 1.8 32.94 3 8
3F_night(147).jpg 1.8 32.94 3 8
3F_night(148).jpg 1.8 32.94 3 8
3F_night(149).jpg 1.8 32.94 3 8
3F_night(150).jpg 1.8 32.94 3 8
3F_night(151).jpg 1.8 32.94 3 8
3F_night(152).jpg 1.8 32.94 3 8
3F_night(153).jpg 1.8 32.94 3 8
3F_night(154).jpg 1.8 32.94 3 8
3F_night(155).jpg 1.8 32.94 3 8
3F_night(156).jpg 1.8 32.94 3 8
3F_night(157).jpg 1.8 32.94 3 8
3F_night(158).jpg 1.8 32.94 3 8
3F_night(159).jpg 1.8 32.94 3 8
3F_night(160).jpg 1.8 32.94 3 8
3F_night(161).jpg 10.44 32.94 3 9
3F_night(162).jpg 10.44 32.94 3 9
3F_night(163).jpg 10.44 32.94 3 9
3F_night(164).jpg 10.44 32.94 3 9
3F_night(165).jpg 10.44 32.94 3 9
3F_night(166).jpg 10.44 32.94 3 9
3F_night(167).jpg 10.44 32.94 3 9
3F_night(168).jpg 10.44 32.94 3 9
3F_night(169).jpg 10.44 32.94 3 9
3F_night(170).jpg 10.44 32.94 3 9
3F_night(171).jpg 10.44 32.94 3 9
3F_night(172).jpg 10.44 32.94 3 9
3F_night(173).jpg 10.44 32.94 3 9
3F_night(174).jpg 10.44 32.94 3 9
3F_night(175).jpg 10.44 32.94 3 9
3F_night(176).jpg 10.44 32.94 3 9
3F_night(177).jpg 10.44 32.94 3 9
3F_night(178).jpg 10.44 32.94 3 9
3F_night(179).jpg 10.44 32.94 3 9
3F_night(180).jpg 10.44 32.94 3 9
3F_night(181).jpg 15.84 34.38 3 10
3F_night(182).jpg 15.84 34.38 3 10
3F_night(183).jpg 15.84 34.38 3 10
3F_night(184).jpg 15.84 34.38 3 10
3F_night(185).jpg 15.84 34.38 3 10
3F_night(186).jpg 15.84 34.38 3 10
3F_night(187).jpg 15.84 34.38 3 10
3F_night(188).jpg 15.84 34.38 3 10
3F_night(189).jpg 15.84 34.38 3 10
3F_night(190).jpg 15.84 34.38 3 10
3F_night(191).jpg 15.84 34.38 3 10
3F_night(192).jpg 15.84 34.38 3 10
3F_night(193).jpg 15.84 34.38 3 10
3F_night(194).jpg 15.84 34.38 3 10
3F_night(195).jpg 15.84 34.38 3 10
3F_night(196).jpg 15.84 34.38 3 10
3F_night(197).jpg 15.84 34.38 3 10
3F_night(198).jpg 15.84 34.38 3 10
3F_night(199).jpg 15.84 34.38 3 10
3F_night(200).jpg 15.84 34.38 3 10
3F_night(201).jpg 26.28 15.84 3 11
3F_night(202).jpg 26.28 15.84 3 11
3F_night(203).jpg 26.28 15.84 3 11
3F_night(204).jpg 26.28 15.84 3 11
3F_night(205).jpg 26.28 15.84 3 11
3F_night(206).jpg 26.28 15.84 3 11
3F_night(207).jpg 26.28 15.84 3 11
3F_night(208).jpg 26.28 15.84 3 11
3F_night(209).jpg 26.28 15.84 3 11
3F_night(210).jpg 26.28 15.84 3 11
3F_night(211).jpg 26.28 15.84 3 11
3F_night(212).jpg 26.28 15.84 3 11
3F_night(213).jpg 26.28 15.84 3 11
3F_night(214).jpg 26.28 15.84 3 11
3F_night(215).jpg 26.28 15.84 3 11
3F_night(216).jpg 26.28 15.84 3 11
3F_night(217).jpg 26.28 15.84 3 11
3F_night(218).jpg 26.28 15.84 3 11
3F_night(219).jpg 26.28 15.84 3 11
3F_night(220).jpg 26.28 15.84 3 11
3F_night(221).jpg 34.2 23.4 3 12
3F_night(222).jpg 34.2 23.4 3 12
3F_night(223).jpg 34.2 23.4 3 12
3F_night(224).jpg 34.2 23.4 3 12
3F_night(225).jpg 34.2 23.4 3 12
3F_night(226).jpg 34.2 23.4 3 12
3F_night(227).jpg 34.2 23.4 3 12
3F_night(228).jpg 34.2 23.4 3 12
3F_night(229).jpg 34.2 23.4 3 12
3F_night(230).jpg 34.2 23.4 3 12
3F_night(231).jpg 34.2 23.4 3 12
3F_night(232).jpg 34.2 23.4 3 12
3F_night(233).jpg 34.2 23.4 3 12
3F_night(234).jpg 34.2 23.4 3 12
3F_night(235).jpg 34.2 23.4 3 12
3F_night(236).jpg 34.2 23.4 3 12
3F_night(237).jpg 34.2 23.4 3 12
3F_night(238).jpg 34.2 23.4 3 12
3F_night(239).jpg 34.2 23.4 3 12
3F_night(240).jpg 34.2 23.4 3 12
3F_night(241).jpg 33.12 30.6 3 13
3F_night(242).jpg 33.12 30.6 3 13
3F_night(243).jpg 33.12 30.6 3 13
3F_night(244).jpg 33.12 30.6 3 13
3F_night(245).jpg 33.12 30.6 3 13
3F_night(246).jpg 33.12 30.6 3 13
3F_night(247).jpg 33.12 30.6 3 13
3F_night(248).jpg 33.12 30.6 3 13
3F_night(249).jpg 33.12 30.6 3 13
3F_night(250).jpg 33.12 30.6 3 13
3F_night(251).jpg 33.12 30.6 3 13
3F_night(252).jpg 33.12 30.6 3 13
3F_night(253).jpg 33.12 30.6 3 13
3F_night(254).jpg 33.12 30.6 3 13
3F_night(255).jpg 33.12 30.6 3 13
3F_night(256).jpg 33.12 30.6 3 13
3F_night(257).jpg 33.12 30.6 3 13
3F_night(258).jpg 33.12 30.6 3 13
3F_night(259).jpg 33.12 30.6 3 13
3F_night(260).jpg 33.12 30.6 3 13
3F_night(261).jpg 31.68 34.92 3 14
3F_night(262).jpg 31.68 34.92 3 14
3F_night(263).jpg 31.68 34.92 3 14
3F_night(264).jpg 31.68 34.92 3 14
3F_night(265).jpg 31.68 34.92 3 14
3F_night(266).jpg 31.68 34.92 3 14
3F_night(267).jpg 31.68 34.92 3 14
3F_night(268).jpg 31.68 34.92 3 14
3F_night(269).jpg 31.68 34.92 3 14
3F_night(270).jpg 31.68 34.92 3 14
3F_night(271).jpg 31.68 34.92 3 14
3F_night(272).jpg 31.68 34.92 3 14
3F_night(273).jpg 31.68 34.92 3 14
3F_night(274).jpg 31.68 34.92 3 14
3F_night(275).jpg 31.68 34.92 3 14
3F_night(276).jpg 31.68 34.92 3 14
3F_night(277).jpg 31.68 34.92 3 14
3F_night(278).jpg 31.68 34.92 3 14
3F_night(279).jpg 31.68 34.92 3 14
3F_night(280).jpg 31.68 34.92 3 14
3F_night(281).jpg 30.6 40.32 3 15
3F_night(282).jpg 30.6 40.32 3 15
3F_night(283).jpg 30.6 40.32 3 15
3F_night(284).jpg 30.6 40.32 3 15
3F_night(285).jpg 30.6 40.32 3 15
3F_night(286).jpg 30.6 40.32 3 15
3F_night(287).jpg 30.6 40.32 3 15
3F_night(288).jpg 30.6 40.32 3 15
3F_night(289).jpg 30.6 40.32 3 15
3F_night(290).jpg 30.6 40.32 3 15
3F_night(291).jpg 30.6 40.32 3 15
3F_night(292).jpg 30.6 40.32 3 15
3F_night(293).jpg 30.6 40.32 3 15
3F_night(294).jpg 30.6 40.32 3 15
3F_night(295).jpg 30.6 40.32 3 15
3F_night(296).jpg 30.6 40.32 3 15
3F_night(297).jpg 30.6 40.32 3 15
3F_night(298).jpg 30.6 40.32 3 15
3F_night(299).jpg 30.6 40.32 3 15
3F_night(300).jpg 30.6 40.32 3 15
3F_night(301).jpg 29.52 47.88 3 16
3F_night(302).jpg 29.52 47.88 3 16
3F_night(303).jpg 29.52 47.88 3 16
3F_night(304).jpg 29.52 47.88 3 16
3F_night(305).jpg 29.52 47.88 3 16
3F_night(306).jpg 29.52 47.88 3 16
3F_night(307).jpg 29.52 47.88 3 16
3F_night(308).jpg 29.52 47.88 3 16
3F_night(309).jpg 29.52 47.88 3 16
3F_night(310).jpg 29.52 47.88 3 16
3F_night(311).jpg 29.52 47.88 3 16
3F_night(312).jpg 29.52 47.88 3 16
3F_night(313).jpg 29.52 47.88 3 16
3F_night(314).jpg 29.52 47.88 3 16
3F_night(315).jpg 29.52 47.88 3 16
3F_night(316).jpg 29.52 47.88 3 16
3F_night(317).jpg 29.52 47.88 3 16
3F_night(318).jpg 29.52 47.88 3 16
3F_night(319).jpg 29.52 47.88 3 16
3F_night(320).jpg 29.52 47.88 3 16
3F_night(321).jpg 28.08 55.8 3 17
3F_night(322).jpg 28.08 55.8 3 17
3F_night(323).jpg 28.08 55.8 3 17
3F_night(324).jpg 28.08 55.8 3 17
3F_night(325).jpg 28.08 55.8 3 17
3F_night(326).jpg 28.08 55.8 3 17
3F_night(327).jpg 28.08 55.8 3 17
3F_night(328).jpg 28.08 55.8 3 17
3F_night(329).jpg 28.08 55.8 3 17
3F_night(330).jpg 28.08 55.8 3 17
3F_night(331).jpg 28.08 55.8 3 17
3F_night(332).jpg 28.08 55.8 3 17
3F_night(333).jpg 28.08 55.8 3 17
3F_night(334).jpg 28.08 55.8 3 17
3F_night(335).jpg 28.08 55.8 3 17
3F_night(336).jpg 28.08 55.8 3 17
3F_night(337).jpg 28.08 55.8 3 17
3F_night(338).jpg 28.08 55.8 3 17
3F_night(339).jpg 28.08 55.8 3 17
3F_night(340).jpg 28.08 55.8 3 17
3F_night(341).jpg 26.64 64.44 3 18
3F_night(342).jpg 26.64 64.44 3 18
3F_night(343).jpg 26.64 64.44 3 18
3F_night(344).jpg 26.64 64.44 3 18
3F_night(345).jpg 26.64 64.44 3 18
3F_night(346).jpg 26.64 64.44 3 18
3F_night(347).jpg 26.64 64.44 3 18
3F_night(348).jpg 26.64 64.44 3 18
3F_night(349).jpg 26.64 64.44 3 18
3F_night(350).jpg 26.64 64.44 3 18
3F_night(351).jpg 26.64 64.44 3 18
3F_night(352).jpg 26.64 64.44 3 18
3F_night(353).jpg 26.64 64.44 3 18
3F_night(354).jpg 26.64 64.44 3 18
3F_night(355).jpg 26.64 64.44 3 18
3F_night(356).jpg 26.64 64.44 3 18
3F_night(357).jpg 26.64 64.44 3 18
3F_night(358).jpg 26.64 64.44 3 18
3F_night(359).jpg 26.64 64.44 3 18
3F_night(360).jpg 26.64 64.44 3 18
